Categoría,Banco,Comercio/Promoción,Cantidad de descuento / beneficio,Día de promoción,Vigencia,Montos / topes,Detalle,Imagen URL,Bases y condiciones URL,URL categoría,Tarjetas verificadas,Variante,Tipo de variante,Etiqueta de variante
Fast Food,Coop. Universitaria,POPEYES,10% de reintegro con tarjeta física,Todos los días,Vigencia Desde el 15 de julio de 2026 hasta el 30 de setiembre de 2026,Límite de compra mensual por cuenta: Gs. 500.000. Tope mensual de reintegro o descuento: Gs. 50.000.,"10% de reintegro con tarjeta física. Pago con tarjeta de crédito física. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria. Límite de compra mensual por cuenta: Gs. 500.000. Tope mensual de reintegro o descuento: Gs. 50.000.",https://www.universitaria.coop/assets_front/img/promos/popeyes1784049194.png,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones-popeyes1784049194.pdf,https://www.universitaria.coop/promociones/post/fast-food,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones-popeyes1784049194-popeyes-1,base,Pago con tarjeta de crédito física
Fast Food,Coop. Universitaria,SUBWAY,30% de reintegro con QR,Todos los días,Vigencia Desde el 15 de julio de 2026 hasta el 30 de setiembre de 2026,Límite de compra mensual por cuenta: Gs. 500.000. Tope mensual de reintegro o descuento: Gs. 150.000.,"30% de reintegro con QR. Pago con QR en la app Universitaria. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria. Límite de compra mensual por cuenta: Gs. 500.000. Tope mensual de reintegro o descuento: Gs. 150.000.",https://www.universitaria.coop/assets_front/img/promos/subway1784049051.png,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones-subway1784049051.pdf,https://www.universitaria.coop/promociones/post/fast-food,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones-subway1784049051-subway-0,base,Pago con QR en la app Universitaria
Fast Food,Coop. Universitaria,SUBWAY,10% de reintegro con tarjeta física,Todos los días,Vigencia Desde el 15 de julio de 2026 hasta el 30 de setiembre de 2026,Límite de compra mensual por cuenta: Gs. 500.000. Tope mensual de reintegro o descuento: Gs. 50.000.,"10% de reintegro con tarjeta física. Pago con tarjeta de crédito física. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria. Límite de compra mensual por cuenta: Gs. 500.000. Tope mensual de reintegro o descuento: Gs. 50.000.",https://www.universitaria.coop/assets_front/img/promos/subway1784049051.png,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones-subway1784049051.pdf,https://www.universitaria.coop/promociones/post/fast-food,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones-subway1784049051-subway-1,base,Pago con tarjeta de crédito física
Hoteles,Coop. Universitaria,Hotel Cabaña Don Oscar,20% de descuento,Todos los días,"Vigencia Desde el 02 de octubre de 2019 hasta el 02 de octubre de 2020, con renovación automática",TOPE DE DESCUENTO Descuento del 20% Todos los días,"Hotel Cabaña Don Oscar Todos los días BASES Y CONDICIONES Promoción “CABAÑA DON OSCAR” Vigencia Desde el 02 de octubre de 2019 hasta el 02 de octubre de 2020, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuento del 20% Todos los días. No aplica. No aplica. Beneficios LA EMPRESA otorgará a los socios que abonen con sus tarjetas de crédito PANAL, CABAL Y MASTERCARD emitidas por UNIVERSITARIA el 20% de descuento sobre las tarifas ofrecidas en el Hotel. Los descuentos son realizados en la caja al momento del pago. Exclusiones El descuento no aplica para pagos en efectivo. Observaciones Hotel ubicado frente al puerto de Encarnación. Ruta 1, Km % del barrio Itá Paso. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento1752247215.jpg,https://www.universitaria.coop/assets_front/img/promos/1711050546.pdf,https://www.universitaria.coop/promociones/post/hoteles,,,,
Hoteles,Coop. Universitaria,Las Hortensias,10% de descuento en alojamiento,Todos los días,"Vigencia Desde el 25 de octubre de 2019 hasta el 25 de octubre de 2020, con renovación automática",,"10% de descuento en alojamiento. Beneficio indicado en las bases. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/las-hortensias1752248560.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1711042299.pdf,https://www.universitaria.coop/promociones/post/hoteles,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1711042299-las-hortensias-0,base,Beneficio indicado en las bases
Hoteles,Coop. Universitaria,Malian,10% de descuento en alojamiento,Todos los días,"Vigencia Desde el 02 de abril de 2018 hasta el 02 de abril de 2019, con renovación automática",,"10% de descuento en alojamiento. Beneficio indicado en las bases. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/malian1752248587.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1711042178.pdf,https://www.universitaria.coop/promociones/post/hoteles,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1711042178-malian-0,base,Beneficio indicado en las bases
Inmuebles,Coop. Universitaria,LA MATILDE,5% de descuento,Todos los Días,Vigencia Desde el 13 de julio de 2026 hasta el 31 de julio de 2027,TOPE DE COMPRA DESCUENTO Descuento del 5% sobre Todos los días; Tope de descuento No aplica; Gs. 360.000.000,"LA MATILDE Todos los Días BASES Y CONDICIONES Promoción “BARRIO CERRADO LA MATILDE” – SAN BERNARDINO Vigencia Desde el 13 de julio de 2026 hasta el 31 de julio de 2027. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE TOPE DE COMPRA DESCUENTO Descuento del 5% sobre Todos los días. N/A N/A el valor del lote. Beneficios LA EMPRESA ofrece a los socios de UNIVERSITARIA lotes ubicados en un Barrio Cerrado LA MATILDE de la Ciudad de San Bernardino, con superficie aproximada de 800m2 cada lote, con documentaciones, cuenta corriente catastral lista para ser transferida a un precio promedio de Gs. 360.000.000 (guaraníes trescientos sesenta millones), con un beneficio del 5% de descuento para el socio de UNIVERSITARIA que adquiera un préstamo otorgado por la misma. Exclusiones La promoción no aplica para compras en efectivo. Tope de descuento No aplica. Observaciones Se deja expresamente establecido que el otorgamiento de los préstamos dependerá exclusivamente del cumplimiento de las políticas crediticias establecidas por UNIVERSITARIA y al perfil crediticio de los socios que los soliciten, así como las garantías que podrán ser requeridas. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/5-de-descuento1788891343.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1784914714.pdf,https://www.universitaria.coop/promociones/post/inmuebles,,,,
Inmuebles,Coop. Universitaria,Las Lomas Country,10% de descuento,Todos los días,Vigencia Desde el 08 de setiembre de 2025 hasta el 08 de setiembre de 2026,TOPE DE COMPRA DESCUENTO Descuento del 10% Todos los días N/A N/A Beneficios LA EMPRESA otorgará un 10% de descuento a los socios de UNIVERSITARIA que adquieran un; Tope de descuento No aplica; Gs.115.000.000; Gs.136.000.000,"Las Lomas Country Todos los días BASES Y CONDICIONES Promoción “LAS LOMAS COUNTRY” Vigencia Desde el 08 de setiembre de 2025 hasta el 08 de setiembre de 2026. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE TOPE DE COMPRA DESCUENTO Descuento del 10% Todos los días N/A N/A Beneficios LA EMPRESA otorgará un 10% de descuento a los socios de UNIVERSITARIA que adquieran un lote en LAS LOMAS COUNTRY. Los 126 lotes disponibles ya tienen asignadas las cuentas corrientes catastrales correspondientes, poseen una dimensión de 360m2 cada uno y están ubicados en Loma Grande. El precio final luego de la aplicación del descuento va desde Gs.115.000.000 (guaraníes ciento quince millones) hasta Gs.136.000.000 (guaraníes ciento treinta y seis millones). Exclusiones La promoción no aplica para pagos en efectivo. Tope de descuento No aplica. Observaciones La infraestructura ya incluye un pórtico de acceso con circuito cerrado, calles abiertas, una piscina de 8,30m x 25m, redes de agua y energía eléctrica. Las futuras mejoras incluyen el empedrado de las calles y completar el cerco perimetral. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/10-de-descuento-con-un-credito1757961129.png,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1757961129.pdf,https://www.universitaria.coop/promociones/post/inmuebles,,,,
Instituciones Educativas,Coop. Universitaria,CIAE & ASOC.,25% de descuento en programa Detective Financiero Kid IV,Todos los días,"Vigencia Desde el 05 de setiembre de 2022 hasta el 05 de setiembre de 2023, con renovación automática",,"25% de descuento en programa Detective Financiero Kid IV. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-25-de-descuento1752255839.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1685026495.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1685026495-ciae-asoc-0,base,programa Detective Financiero Kid IV
Instituciones Educativas,Coop. Universitaria,CIAE & ASOC.,15% de descuento en otros cursos participantes; la tasa varía entre 10% y 15%,Todos los días,"Vigencia Desde el 05 de setiembre de 2022 hasta el 05 de setiembre de 2023, con renovación automática",,"15% de descuento en otros cursos participantes; la tasa varía entre 10% y 15%. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-25-de-descuento1752255839.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1685026495.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1685026495-ciae-asoc-1,base,otros cursos participantes; la tasa varía entre 10% y 15%
Instituciones Educativas,Coop. Universitaria,UNADES,10% de descuento,Todos los días,Vigencia Desde el 16 de setiembre de 2025 hasta el 16 de setiembre de 2026,TOPE DE COMPRA DESCUENTO Descuento del Todos los días N/A N/A 10% en pago de matrícula y cuotas Beneficios LA UNIVERSIDAD otorgará a los socios de UNIVERSITARIA que; Tope de descuento No aplica,"UNADES 10% de descuento BASES Y CONDICIONES Promoción “UNIVERSIDAD DEL SOL” Vigencia Desde el 16 de setiembre de 2025 hasta el 16 de setiembre de 2026. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE TOPE DE COMPRA DESCUENTO Descuento del Todos los días N/A N/A 10% en pago de matrícula y cuotas Beneficios LA UNIVERSIDAD otorgará a los socios de UNIVERSITARIA que realicen sus pagos a través de las Tarjetas de créditos PANAL, CABAL y MASTERCARD emitidas por la misma, un beneficio del 10% de descuento, aplicable al monto de la matricula como a las cuotas mensuales, así como el pago total del curso seleccionado por el postulante. De esta manera, el alumno puede acceder a condiciones preferenciales en el Programa de Carreras de Grado y Posgrado. Exclusiones No aplica. Tope de descuento No aplica. Observaciones Validez del convenio: 12 meses. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/1770319815.jpg,https://www.universitaria.coop/assets_front/img/promos/1770319815.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,,,,
Instituciones Educativas,Coop. Universitaria,UNIVERSIDAD AMERICANA,Hasta 10 cuotas sin intereses,Durante el período de inscripción,Vigencia del convenio marco: Desde el 08 de septiembre 2026 hasta el 08 de julio de 2027,,"Hasta 10 cuotas sin intereses. Diplomado Business Intelligence; el precio para socios ya incluye el 7% de descuento. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/diplomado-business-intelligence1789390994.png,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1789401410.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1789401410-universidad-americana-0,base,Diplomado Business Intelligence; el precio para socios ya incluye el 7% de descuento
Instituciones Educativas,Coop. Universitaria,UNIVERSIDAD CATÓLICA,10% de descuento en cuotas,del 1 al 5 de cada mes,Vigencia: Desde el 20 de febrero de 2026 hasta el 20 de febrero de 2027,,"10% de descuento en cuotas. Pago de cuotas con QR o tarjeta física; el 20% para semestres terminó el 31 de agosto de 2026. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/universidad-catolica1785239673.jpeg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1784911866.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1784911866-universidad-cat-lica-0,base,Pago de cuotas con QR o tarjeta física; el 20% para semestres terminó el 31 de agosto de 2026
Instituciones Educativas,Coop. Universitaria,UNIVERSIDAD CATÓLICA,Hasta 10 cuotas sin intereses,del 1 al 5 de cada mes,Vigencia: Desde el 20 de febrero de 2026 hasta el 20 de febrero de 2027,,"Hasta 10 cuotas sin intereses. Pago de cuotas de la universidad con tarjetas de crédito. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/universidad-catolica1785239673.jpeg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1784911866.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1784911866-universidad-cat-lica-1,base,Pago de cuotas de la universidad con tarjetas de crédito
Instituciones Educativas,Coop. Universitaria,Universidad Autónoma de Asunción (UAA),20% de descuento en pago anticipado de un año académico o programas de posgrado,Todos los días,"Vigencia Desde el 14 de febrero de 2019 hasta el 14 de febrero de 2020, con renovación automática",,"20% de descuento en pago anticipado de un año académico o programas de posgrado. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento1752259630.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1707838703.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1707838703-universidad-aut-noma-de-asunci-n-uaa-0,base,pago anticipado de un año académico o programas de posgrado
Instituciones Educativas,Coop. Universitaria,Universidad Autónoma de Asunción (UAA),10% de descuento en pago anticipado de un semestre,Todos los días,"Vigencia Desde el 14 de febrero de 2019 hasta el 14 de febrero de 2020, con renovación automática",,"10% de descuento en pago anticipado de un semestre. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento1752259630.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1707838703.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1707838703-universidad-aut-noma-de-asunci-n-uaa-1,base,pago anticipado de un semestre
Instituciones Educativas,Coop. Universitaria,Universidad Autónoma del Paraguay,15% de descuento,Todos los días,"Vigencia Desde el 20 de abril de 2022 hasta el 20 de abril de 2023, con renovación automática",TOPE DE DESCUENTO Hasta el 15% de descuento; Tope de descuento No aplica,"Universidad Autónoma del Paraguay Todos los días BASES Y CONDICIONES Promoción “UNIVERSIDAD AUTÓNOMA DEL PARAGUAY” Vigencia Desde el 20 de abril de 2022 hasta el 20 de abril de 2023, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Hasta el 15% de descuento. Todos los días. No aplica. No aplica. Beneficios LA UNIVERSIDAD otorgará a los socios de UNIVERSITARIA un descuento del 10% sobre el arancel normal y 15% por el pago total adelantado (sea semestral o anual según corresponda a la carrera o programa). Las carreras beneficiadas serán todas las que la UAP oferta. En cuanto a los programas de postgrados abarca: Diplomados, Especializaciones, Masterados y Doctorados. Los descuentos serán aplicados en la caja al momento del pago y contempla los pagos realizados con las tarjetas PANAL, CABAL y MASTERCARD emitidas por UNIVERSITARIA y/o créditos para capacitación. Exclusiones La promoción no aplica con pago en efectivo. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/hasta-15-de-descuento1752260257.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1707854695.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,,,,
Instituciones Educativas,Coop. Universitaria,Universidad Central,30% de descuento,Todos los días,"Vigencia Desde el 22 de enero de 2018 hasta el 22 de enero de 2019, con renovación automática",TOPE DE DESCUENTO 30% de descuento en las cuotas Todo el año lectivo; Tope de descuento No aplica,"Universidad Central Todos los días BASES Y CONDICIONES Promoción “UNIVERSIDAD CENTRAL DEL PARAGUAY” Vigencia Desde el 22 de enero de 2018 hasta el 22 de enero de 2019, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO 30% de descuento en las cuotas Todo el año lectivo. N/A N/A mensuales Beneficios • Descuento del 30% para los pagos de cuotas mensuales que sean abonadas con las tarjetas de crédito CABAL, PANAL y MASTERCARD emitidas por UNIVERSITARIA. Esta promoción es válida para las carreras de grado y de postgrado que se ofrecen en LA UNIVERSIDAD. Exclusiones El beneficio no es válido para los pagos en efectivo. Tope de descuento No aplica. Observaciones La promoción se extiende a socios, funcionarios, cónyuges e hijos. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/30-de-descuento1752255898.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1683315759.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,,,,
Instituciones Educativas,Coop. Universitaria,Universidad Centro Médico Bautista,"10% de descuento en cuotas mensuales de grado, excepto Medicina",Todos los días,"Vigencia Desde el 17 de febrero de 2023 hasta el 17 de febrero de 2024, con renovación automática",,"10% de descuento en cuotas mensuales de grado, excepto Medicina. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento1752259276.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1678382123.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1678382123-universidad-centro-m-dico-bautista-0,base,"cuotas mensuales de grado, excepto Medicina"
Instituciones Educativas,Coop. Universitaria,Universidad Centro Médico Bautista,"15% de descuento en semestre de grado, cuotas de posgrado o cursos internacionales",Todos los días,"Vigencia Desde el 17 de febrero de 2023 hasta el 17 de febrero de 2024, con renovación automática",,"15% de descuento en semestre de grado, cuotas de posgrado o cursos internacionales. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento1752259276.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1678382123.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1678382123-universidad-centro-m-dico-bautista-1,base,"semestre de grado, cuotas de posgrado o cursos internacionales"
Instituciones Educativas,Coop. Universitaria,Universidad Centro Médico Bautista,20% de descuento en dos semestres de grado o programa completo de posgrado,Todos los días,"Vigencia Desde el 17 de febrero de 2023 hasta el 17 de febrero de 2024, con renovación automática",,"20% de descuento en dos semestres de grado o programa completo de posgrado. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento1752259276.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1678382123.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1678382123-universidad-centro-m-dico-bautista-2,base,dos semestres de grado o programa completo de posgrado
Instituciones Educativas,Coop. Universitaria,Universidad Columbia,10% de descuento en cuotas de Derecho pagadas antes del vencimiento,Todos los días,"Vigencia Desde el 07 de marzo de 2018 hasta el 07 de marzo de 2024, con renovación automática",,"10% de descuento en cuotas de Derecho pagadas antes del vencimiento. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-15-de-descuento1752257218.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1690574022.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1690574022-universidad-columbia-0,base,cuotas de Derecho pagadas antes del vencimiento
Instituciones Educativas,Coop. Universitaria,Universidad Columbia,15% de descuento en cuotas de otras carreras habilitadas pagadas antes del vencimiento,Todos los días,"Vigencia Desde el 07 de marzo de 2018 hasta el 07 de marzo de 2024, con renovación automática",,"15% de descuento en cuotas de otras carreras habilitadas pagadas antes del vencimiento. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-15-de-descuento1752257218.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1690574022.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1690574022-universidad-columbia-1,base,cuotas de otras carreras habilitadas pagadas antes del vencimiento
Instituciones Educativas,Coop. Universitaria,Universidad Nihon Gakko,30% de descuento,Todos los días,"Vigencia Desde el 27 de abril de 2022 hasta el 27 de abril de 2023, con renovación automática",TOPE DE DESCUENTO Hasta el 30% de descuento; Tope de descuento No aplica,"Universidad Nihon Gakko Todos los días BASES Y CONDICIONES Promoción “UNIVERSIDAD NIHON GAKKO” Vigencia Desde el 27 de abril de 2022 hasta el 27 de abril de 2023, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Hasta el 30% de descuento. Todos los días. No aplica. No aplica. Beneficios LA UNIVERSIDAD otorgará a los socios de UNIVERSITARIA un descuento del 30% en la matrícula, 20% sobre las cuotas y 25% por el pago total adelantado (sea semestral o anual según corresponda a la carrera o programa). Las carreras beneficiadas serán todas las que LA UNIVERSIDAD oferta. En cuanto a los programas de postgrados abarca: Diplomados, Especializaciones y Masterados. Los descuentos serán aplicados en la caja al momento del pago y contempla los pagos realizados con las tarjetas PANAL, CABAL y MASTERCARD emitidas por UNIVERSITARIA y/o créditos para capacitación. Exclusiones La promoción no aplica con pago en efectivo. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/hasta-30-de-descuento1752257930.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1707854651.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,,,,
Instituciones Educativas,Coop. Universitaria,Universidad Politecnica y Artistica del Paraguay (UPAP),25% de descuento,Todos los días,Vigencia Desde el 25 de marzo de 2026 hasta el 25 de marzo de 2027,TOPE DE DESCUENTO Descuento del 25% en el pago Todos los días; Tope de descuento No aplica,"Universidad Politecnica y Artistica del Paraguay (UPAP) Todos los días BASES Y CONDICIONES Promoción “UNIVERSIDAD POLITÉCNICA Y ARTÍSTICA DEL PARAGUAY (UPAP)” Vigencia Desde el 25 de marzo de 2026 hasta el 25 de marzo de 2027. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuento del 25% en el pago Todos los días. N/A N/A del programa completo de Posgrado a través de nuestras tarjetas de crédito. Beneficios La UNIVERSIDAD otorgará el 25% de descuento a los socios de UNIVERSITARIA que abonen el programa completo de Posgrado con las tarjetas de crédito PANAL, CABAL y MASTERCARD emitidas por la Cooperativa. El descuento será aplicado en la caja al momento del pago. Exclusiones La promoción no aplica para pagos en efectivo, con tarjetas de débito, prepagas o gift card. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/universidad-politecnica-y-artistica-del-paraguay1783018707.png,https://www.universitaria.coop/assets_front/img/promos/1783018707.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,,,,
Instituciones Educativas,Coop. Universitaria,Universidad San Ignacio de Loyola,10% de descuento en cuotas,Todos los días,"Vigencia Desde el 19 de marzo 2018 hasta el 19 de marzo de 2019, con renovación automática",,"10% de descuento en cuotas. Beneficio indicado en las bases. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-10-de-descuento1752264200.jpg,https://www.universitaria.coop/assets_front/img/promos/1707839632.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-1707839632-universidad-san-ignacio-de-loyola-0,base,Beneficio indicado en las bases
Instituciones Educativas,Coop. Universitaria,Universidad UCOM,10% de descuento en diplomados y carreras de grado,Todos los días,"Vigencia Desde el 25 de julio de 2023 hasta el 25 de julio de 2024, con renovación automática",,"10% de descuento en diplomados y carreras de grado. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-10-de-descuento1752259219.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1691526203.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1691526203-universidad-ucom-0,base,diplomados y carreras de grado
Instituciones Educativas,Coop. Universitaria,Universidad UCOM,5% de descuento en programas de posgrado,Todos los días,"Vigencia Desde el 25 de julio de 2023 hasta el 25 de julio de 2024, con renovación automática",,"5% de descuento en programas de posgrado. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-10-de-descuento1752259219.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1691526203.pdf,https://www.universitaria.coop/promociones/post/instituciones-educativas,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1691526203-universidad-ucom-1,base,programas de posgrado
