ID GNB,Comercio,Categoría GNB,Resumen publicado,Vigencia inicial API,Vigencia final API,Texto visible de la ficha,URL de la promoción,Ya representada en la app,Revisión
474,Springfield,Días GNB,Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días.,2026-05-17,2026-11-27,"Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días. | Del 03 de septiembre al 27 de noviembre del 2026. | 20% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay (5% en caja + 15% con tarjetas de crédito físicas). +5% de descuento adicional para pagos con QR con tarjetas de crédito a través de la App Banco GNB Personas. | Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 2.500.000 (guaraníes dos millones quinientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos (Springfield, Women Secret, Forever 21, Jack & Jones). | El descuento en caja no aplica en la compra de Gift Cards. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/474,sí,
477,Malandras Grill,Días GNB,30% de reintegro de miércoles a domingos.,2025-06-18,2026-11-01,"30% de reintegro de miércoles a domingos. | Del 22 de abril al 1 de noviembre del 2026. | 30% de reintegro para pagos con tarjetas de crédito Mastercard afinidades Black, Black Premier y Metalcard Premier y Visa afinidades Platinum e Infinite Premier del Banco GNB Paraguay. | Tope de compra mensual: Gs. 2.000.000 (guaranies dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales). | No aplica para pagos realizados a través de plataformas de terceros (Pedidos Ya, Monchis, entre otros) y/o e-commerce. | Los reintegros serán realizados de manera automática en la tarjeta del cliente, el cual será reflejado en el extracto y en los movimientos mensuales de su tarjeta en la aplicación del banco. | Beneficio no acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/477,sí,source_start_date_stale
431,Asado Benitez,Días GNB,20% de reintegro todos los días.,2025-03-17,2026-12-31,"20% de reintegro todos los días. | Del 01 de agosto al 31 de diciembre del 2026. | 20% de reintegro para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | El reembolso será vía reintegro en el extracto al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. | Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito Incluye titulares y adicionales. | Beneficio aplica única y exclusivamente en pagos para el servicio de catering. | No aplica para pagos realizados a través de plataformas de terceros y/o e-commerce. | No acumulable con otras promociones. | ✓ Asado Benítez - +595 986 172 500",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/431,sí,source_start_date_stale
663,Fixocargo,Días GNB,20% de descuento + Hasta 12 cuotas sin intereses.,2026-09-07,2027-02-28,"20% de descuento + Hasta 12 cuotas sin intereses. | Del 07 de septiembre del 2026 al 28 de febrero del 2027. | 20% de descuento para pagos con las tarjetas de crédito Mastercard del Banco GNB Paraguay. | Hasta 6 cuotas sin intereses con las tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 700.000 (guaranies setecientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales) | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/663,sí,
141,Shopping China,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-01-01,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para tarjetas de crédito del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento de pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | Beneficio también aplica compras vía web. | Sucursales: Pedro Juan Caballero, Ciudad del Este, Salto del Guairá y compras online en shoppingchina.com.py",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/141,sí,source_start_date_stale
57,Grupo Garden,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-01-01,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Experience. Black, Black Premier, Metalcard Premier, Platinum, Infinite. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente | No acumulable con otras promociones. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | Garden | • Garden Automotores • Garden MPY • Garden S.A. • Cuevas Hermanos • Tema Automotores",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/57,sí,source_start_date_stale
168,CAT,Días GNB,25% off los viernes + 6 cuotas sin intereses,2026-05-17,2026-11-27,"25% off los viernes + 6 cuotas sin intereses todos los días. | Del 23 de enero al 27 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días viernes. | 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días viernes. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra | El 10% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/168,sí,
287,La Casita Gourmet de Yudith,Días GNB,Hasta 20% off de lunes a sábado.,2024-02-19,2026-12-31,"De lunes a sábados hasta 20% off. | Del 01 de julio al 31 de diciembre del 2026. | 20% de descuento para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | Tope de compra mensual: Gs.500.000, el cual aplica en forma conjunta a todos los locales del comercio y delivery directo de LA CASITA GOURMET DE YUDITH. Tope de descuento por mes equivalente a un máximo de Gs.100.000. | El reembolso será vía reintegro en el extracto al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. | No aplica para pagos realizados a través de plataformas de terceros (Pedidos Ya, Monchis, entre otros) y/o e-commerce | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/287,sí,source_start_date_stale
169,Crocs,Días GNB,Hasta 25% off los viernes + 6 cuotas sin intereses todos los días.,2026-05-17,2026-11-27,"25% off los viernes + 6 cuotas sin intereses todos los días. | Del 23 de enero al 27 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días viernes. | 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días viernes. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra | El 10% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/169,sí,
309,Chacomer,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-07-11,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 06 de julio al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea bajo el Plan 1 de Bancard al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | Beneficio aplica única y exclusivamente en mantenimiento, reparación y repuestos. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/309,sí,source_start_date_stale
51,Achon,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-01-01,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para tarjetas de crédito del Banco GNB. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas | No acumulable con otras promociones | ✓ Achon Industrial Avda. Mcal López esq. Emeterio Miranda. 595-21 607 999",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/51,sí,source_start_date_stale
581,Skechers,Días GNB,25% off los jueves y viernes + 6 cuotas sin intereses,2026-05-17,2026-11-27,"Hasta 25% off todos los jueves y viernes + 6 cuotas sin intereses en tiendas del Grupo Kemsa. | Del 22 de enero al 27 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves y viernes. | 20% de descuento para pagos con tarjetas de crédito afinidades Clásicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves y viernes. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay todos los días. | El 15% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier. | El descuento en caja no aplica en la compra de Gift Cards. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/581,sí,
312,Rakiura,Cuotas sin intereses,Hasta 18 cuotas sin intereses + Precios Especiales,2026-07-10,2026-12-31,"Hasta 18 cuotas sin intereses + Precios Especiales | Del 13 de julio al 31 de diciembre del 2026. | Hasta 18 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Precio especial en Membresías Familiares Permanentes Transferible e Instransferibles. Banca Personas: Exoneración de 12 meses del Abono Mensual Rakiura. Banca Premier: Exoneración de 18 meses del Abono Mensual Rakiura. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/312,sí,
354,Amo Mi Casa,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-09-23,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito Clásicas, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | La promoción aplica todos los días durante el periodo de promoción. | No acumulable con otras promociones. | ✓ Amo Mi Casa | Ramon L. Cardozo esq/ San Giovanni – San Lorenzo, Paraguay.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/354,sí,source_start_date_stale
53,Automaq,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días,2024-01-01,2026-12-31,"Todos los días hasta 12 cuotas sin intereses en mantenimiento, cubiertas y respuestos. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Experience, Black, Black Premier, Metalcard Premier Platinum e Infinite del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones. | Consulte las bases y condiciones para más información acerca del beneficio.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/53,sí,source_start_date_stale
110,Boxes Casual Shoes,Días GNB,25% de descuento los días sábados.,2026-05-17,2026-12-26,"25% de descuento los días sábados. | Del 05 de septiembre al 26 de diciembre del 2026. | 25% de descuento para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | Tope de compra mensual: Gs. 1.000.000 (guaraníes un millón) por cuenta de tarjeta de crédito Incluye titulares y adicionales. | Para compras en tiendas físicas: El 15% de descuento será aplicado por el comercio en caja/mostrador al momento del pago y el 10% restante será vía reintegro en el extracto al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. | Para compras vía web: El 25% de descuento será aplicado vía reintegro en el extracto al cierre o podrá visualizarlo en los movimientos mensuales de su tarjeta. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/110,sí,
170,Timberland,Días GNB,25% off los viernes + 6 cuotas sin intereses todos los días.,2026-05-17,2026-11-27,"25% off los viernes + 6 cuotas sin intereses todos los días. | Del 23 de enero al 27 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días viernes. | 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días viernes. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra | El 10% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/170,sí,
279,Vans,Días GNB,25% off los jueves + 6 cuotas sin intereses,2026-05-17,2026-11-26,"Todos los jueves hasta 25% off + 6 cuotas sin intereses todos los días. | Del 22 de enero al 26 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves. | 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves. | El 5% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier. | El descuento en caja no aplica en la compra de Gift Cards. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra | No acumulable con otras promociones. | Promoción válida en locales del Shopping Mariscal y Paseo La Galería.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/279,sí,
167,Outdoors,Días GNB,25% off todos los viernes + 6 cuotas sin intereses todos los días.,2026-05-17,2026-11-27,"25% off los viernes + 6 cuotas sin intereses todos los días. | Del 23 de enero al 27 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días viernes. | 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días viernes. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra | El 10% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/167,sí,
583,Eneache,Días GNB,Hasta 25% de descuento + Hasta 6 cuotas sin intereses.,2026-08-14,2026-11-26,"Hasta 25% de descuento + Hasta 6 cuotas sin intereses. | Del 03 de septiembre al 26 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | 20% de descuento para pagos con tarjetas de crédito afinidades Clásicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay. | Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. | El beneficio de descuento aplica únicamente el primer y último jueves de cada mes durante el periodo de promoción. | El beneficio de cuotas sin intereses aplica todos los días durante el periodo de promoción.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/583,sí,
31,Mongomery,Días GNB,20% de descuento los días sábados.,2026-05-17,2026-11-28,"20% de descuento los días sábados. | Del 04 de julio al 28 de noviembre del 2026. | 20% de descuento para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | Tope de compra mensual: Gs. 1.000.000 (guaraníes un millón) por cuenta de tarjeta de crédito Incluye titulares y adicionales. | El 10% de descuento será aplicado por el comercio en caja/mostrador al momento del pago y el 10% restante será vía reintegro en el extracto al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. | No aplica para pagos realizados a través de plataformas de terceros y/o e-commerce. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/31,sí,
254,Cellshop,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-11-28,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/254,sí,source_start_date_stale
172,La Nutry Healthy Food,Días GNB,Hasta 25% de reintegro de lunes a viernes.,2026-05-18,2026-12-31,"Hasta 25% de reintegro de lunes a viernes. | Del 01 de julio al 31 de diciembre del 2026. | 25% de reintegro para pagos con tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | 20% de reintegro para pagos con tarjetas de crédito Mastercard Clásicas y Oro del Banco GNB Paraguay. | Tope de compra mensual: Gs.800.000, el cual aplica en forma conjunta a todos los locales del comercio y delivery directo de La Nutry. | El reembolso será vía reintegro en extracto el cual será reflejado al cierre o podrá visualizarlo en su app Banco GNB Personas en los movimientos mensuales de su tarjeta. | No aplica para pagos realizados a través de plataformas de terceros (Pedidos Ya, Monchis, entre otros) y/o e-commerce. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/172,sí,
189,Alemania Cell,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-01-01,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/189,sí,source_start_date_stale
16,Literato,Días GNB,Hasta 25% off + 6 cuotas sin intereses.,2026-05-17,2026-11-27,"Hasta 25% off los días jueves y viernes + 6 cuotas sin intereses todos los días. | Del 15 de enero al 27 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito MasterCard afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | 20% de descuento para pagos con tarjetas de crédito afinidades Clásicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay. | El descuento será aplicado vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago bajo el Plan 1 de Bancard. Las cuotas se verán reflejadas en el extracto del cliente. | Tope de compra mensual: Gs. 500.000 (guaraníes quinientos mil). El tope de reintegro se aplica por cuenta de tarjeta de crédito (titulares + adicionales). | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/16,sí,
67,La Rueda,Cuotas sin intereses,Hasta 12 cuotas sin intereses.,2025-05-19,2026-12-31,"Todos los días hasta 12 cuotas sin intereses | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para tarjetas de crédito del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | La promoción aplica todos los días durante el periodo de promoción. | No acumulable con otras promociones. | El beneficio de cuotas sin intereses aplica para pagos única y exclusivamente en POS adheridos a la procesadora Bancard. | Ruta Mariscal Estigarribia N° 1641 Km. 9 – Fdo. de la Mora, Paraguay.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/67,sí,source_start_date_stale
620,Vernier,Días GNB,Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días.,2026-05-21,2026-11-27,"Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días. | Del 21 de mayo al 27 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito Mastercard afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | 20% de descuento para pagos con tarjetas de crédito Mastercard afinidades Clásicas y Oro del Banco GNB Paraguay. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales). | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. | El descuento en caja no aplica en la compra de Gift Cards. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/620,sí,
193,Armele,Días GNB,25% de descuento los jueves y viernes + Hasta 12 cuotas sin intereses todos los días.,2026-05-17,2026-11-27,"25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días. | Del 22 de enero al 27 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los jueves y viernes. | 20% de descuento para pagos con tarjetas de crédito afinidades Clásicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los jueves y viernes. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 20.000.000 (guaranies veinte millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales). | El 10% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su aplicación en los movimientos mensuales de su tarjeta. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago bajo el Plan 1 de Bancard. Las cuotas se verán reflejadas en el extracto del cliente. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/193,sí,
559,Popeyes,Días GNB,Hasta 25% de reintegro los días lunes y martes.,2026-01-12,2026-12-29,"Hasta 25% de reintegro los días lunes y martes. | Del 06 de julio al 29 de diciembre del 2026. | 25% de reintegro para pagos con tarjetas de crédito afinidades Mastercard Black, Black Premier y Metalcard Premier; Visa Platinum e Infinite del Banco GNB Paraguay. | 20% de reintegro para pagos con tarjetas de crédito afinidades Mastercard Clásicas y Oro; Visa Clásicas, Oro y Experience del Banco GNB Paraguay. | 10% de reintegro para pagos con tarjetas prepagas del Banco GNB Paraguay. | Tope de compra mensual: Gs. 600.000 (guaranies seiscientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales). | Aplica única y exclusivamente para compras realizadas en locales, carry out, e-commerce y delivery directo de Popeyes . No aplica para compras realizadas a través de plataformas de terceros.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/559,sí,
535,FCE,Días GNB,15% de descuento + Hasta 12 cuotas sin intereses todos los días.,2025-10-27,2026-12-31,"15% de descuento + Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | 15% de descuento para pagos con las tarjetas de crédito del Banco GNB Paraguay. | Hasta 12 cuotas sin intereses con las tarjetas de crédito del Banco GNB Paraguay. | El descuento será aplicado al momento del pago en caja/mostrador por el comercio. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago bajo el Plan 1 de Bancard. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/535,sí,source_start_date_stale
