reason,bank,category,merchant_name,address,city,department,geocode_source,google_confidence,google_name,formatted_address,lat,lng,source_url
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Avda. General Bernardino Caballero esq. Autopista Silvio Pettirosi,Mariano Roque Alonso,Central,google_places_text_search,review,FARMAOLIVA MARIANO ROQUE ALONSO,"Boqueron 293 casi, Mariano Roque Alonso 111010",-25.2127162,-57.5325127,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Ruta PY03 esq. Cnel. Irrazabal,Mariano Roque Alonso,Central,google_places_text_search,review,Punto Farma Punto 28 Stock Transchaco,"M. ROQUE. A Av. Transchaco, Mcal. López, Mariano Roque Alonso 111009",-25.2124801,-57.5288524,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Ruta 3 General Aquino N° 5959,Mariano Roque Alonso,Central,google_places_text_search,review,Farmacia San José Suc. 3 Mariano Roque Alonso,"Boquerón casi Cañada Tarija Mariano Roque Alonso, Mariano Roque Alonso 2040",-25.2119304,-57.5365229,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Gral. Bernardino Caballero esq. Guavirá,Mariano Roque Alonso,Central,google_places_text_search,review,Farmacia Franci,"QFRH+JVJ, Mariano Roque Alonso 111008",-25.2084239,-57.5203614,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Ruta PY03 Gral. Elizardo Aquino esq. Gral. Caballero,Mariano Roque Alonso,Central,google_places_text_search,review,Punto Farma Punto 28 Stock Transchaco,"M. ROQUE. A Av. Transchaco, Mcal. López, Mariano Roque Alonso 111009",-25.2124801,-57.5288524,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Teniente Rivas c/ Defensores del Chaco N° 111,Nemby,Central,google_places_text_search,review,Punto Farma,"Ruta Acceso Sur casi, Ñemby 111226",-25.3885271,-57.5480354,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Manuel Ortiz Guerrero c/ Lombardo,Nemby,Central,google_places_text_search,review,FARMATOTAL - Suc. Manuel Ortiz Guerrero esq. La Lomita,"JF4C+HXH, La Lomita, Ñemby 111219",-25.3935519,-57.5275257,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Avda. Paraguay c/ Cadete de Boquerón,San Antonio,Central,google_places_text_search,review,Biggie Farma san Antonio cadete de boquerón,"HCMV+QJQ, San Antonio 111310",-25.4152793,-57.5560477,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Avelino Martínez esq. José Ortiz,San Antonio,Central,google_places_text_search,review,Farmacenter Avelino Martinez 2,"JFW6+VV3, San Lorenzo 111434",-25.3528744,-57.537823,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Cnel. Feliciano Duarte c/ 12 de Octubre,San Lorenzo,Central,google_places_text_search,review,Farma Life 2 Feliciano Duarte,"MFXC+P3W, San Lorenzo 111401",-25.3006453,-57.5298096,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,"Avda. Mcal. Jose F. Estigarribia Km. 9,5",San Lorenzo,Central,google_places_text_search,review,Farmacia campo9,"Avda .e.a.garay casi, MFGR+792, San Lorenzo 111406",-25.3243531,-57.509108,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,10 de Agosto esq. Cap. Pedro J. Carles,San Lorenzo,Central,google_places_text_search,review,Farmacenter San Lorenzo 4,"Tte. Benitez esquina General Caballero San Lorenzo, San Lorenzo 1430",-25.3485967,-57.5085237,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Cnel. Romero c/ Julia Miranda Cueto,San Lorenzo,Central,google_places_text_search,review,FARMAOLIVA JULIA MIRANDA CUETO SAN LORENZO,"MF4V+H5R, Gaspar R De Francia, San Lorenzo 111423",-25.3435084,-57.507097,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Julio Franco c/ Delfín Chamorro,San Lorenzo,Central,google_places_text_search,review,Farmacia La Merced,"Cnel. Cazal 1947 casi, Fernando de la Mora 110312",-25.3220448,-57.524928,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Los Nogales esq. Los Alamos,Villa Elisa,Central,google_places_text_search,review,Más Farmacia,"JCM6+X69, Villa Elisa 111507",-25.3650989,-57.5894036,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Alama esq. Nogales,Villa Elisa,Central,google_places_text_search,review,Farmacia Zalmar,"JCRG+826, Villa Elisa 111508",-25.3592098,-57.5749718,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Farmacias,Farmacias,Virgen del Carmen e/ 16 de Julio y Mcal. López,Villa Elisa,Central,google_places_text_search,review,Lavanderia virgen del carmen,"16 de Julio casi, Villa Elisa 111510",-25.3746916,-57.5824425,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_AGOSTO_2026_297be5ea2b.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Mayoristas,Aho Aho Comercial,Javier Bogarín N° 264 c/ Sportivo Luqueño,Luque,Central,google_places_text_search,review,AHÓ AHÓ,"Sportivo Luqueño, Luque 110930",-25.271454,-57.49035,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_AGOSTO_fb99dd53e5.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Mayoristas,BOX Mayorista,Avda. Defensores del Chaco N° 1512 c/ Dr. Montanaro,Asunción,Capital,google_places_text_search,review,BOX SUPERMAYORISTA ABASTO,"MCGH+25M, Unnamed Road, Asunción 001428",-25.3249021,-57.5720697,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_AGOSTO_fb99dd53e5.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Cadena Real,Avda. Félix Bogado esq. 18 de Julio,Asunción,Capital,google_places_text_search,review,Supermercado Real Félix Bogado,Asunción 001240,-25.3239925,-57.6273226,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Cadena Real,Ruta Departamental D027 c/ San Roque González,Capiatá,Central,google_places_text_search,review,Real supermarket Capiatá 2,"Mariscal Francisco Solano López, Kapi'atã 110207",-25.3502433,-57.4477089,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Cadena Real,Ruta PY02 c/ Prof. Carlos A. Rachit,Capiatá,Central,google_places_text_search,review,Real supermarket Capiatá 2,"Mariscal Francisco Solano López, Kapi'atã 110207",-25.3502433,-57.4477089,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Cadena Real,Ruta Mcal. Estigarribia esq. Corrales,Fernando de la Mora,Central,google_places_text_search,review,Supermarket Real Fernando,Fernando de la Mora 110318,-25.3278468,-57.5474224,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Copemarket,Avda. Eusebio Ayala esq. Bartolomé,Asunción,Capital,google_places_text_search,review,SUPERMERCADO COPE MARKET FULL KM 2,"M9VX+44J, &, Asunción 001231",-25.3071693,-57.602236,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Copemarket,Avda. 25 de Mayo c/ Choferes del Chaco,Asunción,Capital,google_places_text_search,review,SUPERMERCADO COPE MARKET FULL KM 2,"M9VX+44J, &, Asunción 001231",-25.3071693,-57.602236,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Copemarket,Ecommerce: www.copefull.com.py,Asunción,Capital,google_places_text_search,review,SUPERMERCADO COPE MARKET FULL KM 2,"M9VX+44J, &, Asunción 001231",-25.3071693,-57.602236,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Peru c/ Dr. Francia,Asunción,Capital,google_places_text_search,review,Frigorífico Z-Carne,"Teniente 124, Asunción 1517",-25.2564086,-57.5928823,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Ita Ybate (21 proyectada) c/ Jose Maria Morelos,Asunción,Capital,google_places_text_search,review,Frigorífico Z-Carne,"Teniente 124, Asunción 1517",-25.2564086,-57.5928823,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Brasilia esq. Fray Luis de Granada,Asunción,Capital,google_places_text_search,review,Frigorifico Lombardo,"PCR4+GV5, Asunción 001517",-25.2587266,-57.5927768,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Carlos Antonio Lopez esq. Ramón de las Llanas,Asunción,Capital,google_places_text_search,review,Frigorífico Concepción SA - Ciclo 1,"RF3J+3FC, Gral. Elizardo Aquino, Mariano Roque Alonso 111001",-25.1973012,-57.5188458,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Stma. Trinidad c/ Américo Merlo,Asunción,Capital,google_places_text_search,review,Frigorífico Frigomerc,"Capitán José Domingo Lombardo, Asunción 1705",-25.258536,-57.5927785,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Senador Long e/ Andrade y Del Maestro,Asunción,Capital,google_places_text_search,review,Frigorífico Frigomerc,"Capitán José Domingo Lombardo, Asunción 1705",-25.258536,-57.5927785,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Fernando de la Mora 2589 c/ Universitarios del Chaco,Asunción,Capital,google_places_text_search,review,Frigorífico Z-Carne,"Teniente 124, Asunción 1517",-25.2564086,-57.5928823,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Guido Boggiani 5928 c/ R.I. 6 Boquerón,Asunción,Capital,google_places_text_search,review,Frigorífico Concepción SA,"Piso 17 y 18, Edificio Torres del Paseo, Torre 1, Av. Sta. Teresa esq, Asunción 1816",-25.2848311,-57.5641465,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Artigas esq. Cnel. Manuel José Montiel,Asunción,Capital,google_places_text_search,review,Frigorifico Concepción Ciclo II,"PCX8+2W5, Asunción 001518",-25.2523772,-57.5821503,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,"Cial. Santa Teresa, Bloque F, Local 14 y 15. Avda. Defensores del Chaco 1512 c/ Incas",Asunción,Capital,google_places_text_search,review,Frigorífico Concepción SA,"Piso 17 y 18, Edificio Torres del Paseo, Torre 1, Av. Sta. Teresa esq, Asunción 1816",-25.2848311,-57.5641465,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,"Abasto Norte Bloque B, Ruta 3 Km. 22",Limpio,Central,google_places_text_search,review,"Abasto Norte, Limpio","km 22,5, Ruta III Aquino, Limpio 110821",-25.1780731,-57.4833457,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Dr. Francia e/ Capitán Bado,Luque,Central,google_places_text_search,review,Frigoluque,"QG36+36R, Luque 110903",-25.2472562,-57.4894696,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Cap. Andrés Insfrán y Sandra Rosalía,Luque,Central,google_places_text_search,review,Club Capitán Andrés Insfrán,"PG4H+PV8, Luque 110953",-25.2932077,-57.4703116,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Acceso Sur c/ 29 de Setiembre,Nemby,Central,google_places_text_search,review,Friomax Ñemby,"Jose Asuncion Flores 496, Ñemby 111203",-25.3675754,-57.5613363,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,"10 de Agosto c/ Hernandarias, Zona Mercado",San Lorenzo,Central,google_places_text_search,review,Frigorifico San Lorenzo S.R.L.,"MF4X+5VW, San Lorenzo 111429",-25.3445145,-57.5003084,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Eugenio Garay 9091 esq. Las Mercedes B° Sagrada Familia,San Lorenzo,Central,google_places_text_search,review,Frigorifico San Lorenzo S.R.L.,"MF4X+5VW, San Lorenzo 111429",-25.3445145,-57.5003084,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Frigoríficos,Avda. Enrique Von Polesky 1605,Villa Elisa,Central,google_places_text_search,review,IBERICA S.A.,"JCXF+CG3, Villa Elisa 111503",-25.3514958,-57.5762096,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Frigorificos_2026_AGOSTO_33175dc92c.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Hipermercados Luisito,Avda. Dr. Pedro López esq. Bernardino Caballero,Capiatá,Central,google_places_text_search,review,Hipermercado Luisito Capiatá,"JG8P+9XH, Capiatá 110239",-25.3840546,-57.4625076,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Hipermercados Luisito,Dr. Ceferino Ruíz esq. Algodonal,Fernando de la Mora,Central,google_places_text_search,review,Luisito,"MC68+6PV, Acceso Sur, Fernando de la Mora 110329",-25.3393839,-57.5832067,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Hipermercados Luisito,San Joseé c/ Boquerón,Limpio,Central,google_places_text_search,review,Hipermercado Luisito Limpio,Limpio 110821,-25.1727305,-57.4712012,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Hipermercados Luisito,Ruta Transchaco esq. Augusto Roa Bastos,Mariano Roque Alonso,Central,google_places_text_search,review,Luisito,"QF76+527, Avenida Mcal. José F. Estigarribia, Asunción 001506",-25.237051,-57.5396194,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Los Jardines Supermercado,Luis Alberto del Paraná y Jacaranda,Fernando de la Mora,Central,google_places_text_search,review,Supermercado Los Jardines - Fernando de la Mora,"Jacaranda esq, Fernando de la Mora 110304",-25.3126704,-57.5421227,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Supermercados Gran Vía,Avda. Eusebio Ayala y Choferes del Chaco,Asunción,Capital,google_places_text_search,review,Supermarket Gran Vía,"&, Asunción 001230",-25.3081601,-57.5967149,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Supermercados Gran Vía,Ruta Gral. Aquino N° 2.400 esq. Nanawa,Luque,Central,google_places_text_search,review,Gran Vía,"PF9F+QM7, Av. Nanawa, Luque 110937",-25.2805841,-57.5258219,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Superseis,Autopista Silvio Pettirossi y Torokay,Luque,Central,google_places_text_search,review,Super Seis - Plaza Madero,"PFVQ+Q3, Luque 110917",-25.2554613,-57.5124199,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Superseis Express,Avda. Primer Presidente esq. Gabriel Casaccia,Asunción,Capital,google_places_text_search,review,Superseis - Primer Presidente,"PCPR+9X6, Asunción 001525",-25.2641078,-57.5575124,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Superseis Express,Avda. Molas López esq. Veteranos del 70,Asunción,Capital,google_places_text_search,review,S6 Express Molas López,"PCJG+JJJ, Asunción 001520",-25.2684194,-57.5734754,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
"Google encontro un resultado, pero el nombre/direccion requiere revision",BNF,Supermercados,Supersies,Ruta Transchaco y Capitán Alianza. – Shopping El Portal,Mariano Roque Alonso,Central,google_places_text_search,review,Superseis - Portal,"QF65+F3X, Don Aurelio González, Asunción 001507",-25.2387517,-57.5422655,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_AGOSTO_2e7bd73fa2.pdf
Coordenada aproximada o faltante,BNF,Combustible,11 de Setiembre e/ 15 de Agosto y 16 de Julio,Fernando de la Mora,Central,✓,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,14 de Mayo esquina Rotela,Curuguaty,Canindeyú,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Acceso Sur 2575 casi Maria Auxiliadora,Nemby,Central,✓,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Acceso Sur y 29 de Setiembre,Nemby,Central,✓,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Agustín Fernando de Pinedo y Capitán Herminio Mendoza,Concepción,Concepción,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Augusto Roa Bastos y Antillas,Lambaré,Central,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Av. Corrales esq. Camboriú,Luque,Central,✓,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Av. Leopardi c/ Ayolas,Fernando de la Mora,Central,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Av. San Martin c/ Cnel. Oviedo,Luque,Central,✓,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Azara y Brasil,Asunción,Capital,✓,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Blas Garay y Monseñor Rodríguez,Ciudad del Este,Alto Paraná,✓,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Bvar. Caballero c/ Spezzini,Villarrica,Villarrica,-,city_approximation,,,,-25.7416,-56.4381,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Cap. Guermencindo Sosa esq. Hermanos Luis Arbues,Horqueta,Concepción,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Clemente Romero esq. Libertad,Fernando de la Mora,Central,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Cnel. Quintana y Mcal. Estigarribia,General Artigas,Itapúa,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Coronel Martinez y Profesor Leoz,Luque,Central,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Cruce Horqueta y Ruta 5,Horqueta,Concepción,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Desvío a Tacuara Santani Km. 175,San Estanislao,San Pedro,✓,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,"Desvío a cruce Cerro Largo (Ruta 6, Km. 47)",Santa Rita,Alto Paraná,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,EE.SS Parador Carapeguá,Carapeguá,Paraguarí,-,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 7 Km. 124,Caaguazú,Caaguazú,city_approximation,,,,-25.4672,-56.0263,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 7 Km. 175,Caaguazú,Caaguazú,city_approximation,,,,-25.4636,-56.0143,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,15 de Agosto c/ Guillermo Arias,Caaguazú,Caaguazú,city_approximation,,,,-25.4708,-56.0167,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
