ID GNB,Comercio,Categoría web,Resumen web,Vigencia web final,Vigencia PDF,Vigencia PDF final,Beneficio PDF,Condiciones PDF,PDF páginas,PDF SHA256,URL promoción,URL bases,Alertas
587,Gino Ventori,Días GNB,25% off los jueves + 6 cuotas sin intereses,2026-11-26,Del 15 de enero al 26 de noviembre del 2026.,2026-11-26,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. .","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los jueves dentro del periodo de la promoción. • No acumulable con otras promociones. • Aplica en las tiendas del Paseo la Galería y delSol Shopping, excluyendo el outlet. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales del comercio. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,0503bf180b1ad47ee47896760e024cf745dc0626ba908045d3bcc93d0192368c,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/587,https://www.beneficiosbancognb.com.py/imagenes/1057_bases-y-condiciones-gino-ventori-melissa-democrata-002-.pdf,
481,Luminotecnia,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,fc964c647a06ed58039cffc7a48fd85edc7d57e1c8bc0234fabf3f98c024a980,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/481,https://www.beneficiosbancognb.com.py/imagenes/4736_bases-y-condiciones-luminotecnia.pdf,
406,Clínica Arco,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,2e01ab18492ab364c98c19be8bfc4d6bf782153814d2898342684140fccbf901,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/406,https://www.beneficiosbancognb.com.py/imagenes/4472_bases-y-condiciones-cl%C3%ADnica-arco.pdf,
35,Charpentier,Días GNB,Todos los días 15% de descuento + Hasta 6 cuotas sin intereses.,2026-12-31,Del 01 de enero al 31 de diciembre del 2026.,2026-12-31,"• 15% de descuento para tarjetas de afinidad Clásicas, Oro, Black, Black Premier, Metalcard Premier, Experience, Platinum, Infinite. • Hasta 6 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Black, Black Premier, Metalcard Premier, Experience, Platinum, Infinite.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,f4a732777b48ccdc8c13e7d006bd77e9237ab19ce60fc26d3e6728fba97e780c,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/35,https://www.beneficiosbancognb.com.py/imagenes/2503_bases-y-condiciones-charpentier.pdf,
490,Anouk - Hans & Baby An,Días GNB,20% de descuento + Hasta 6 cuotas sin intereses los días jueves.,2026-11-26,Del 02 de julio al 26 de noviembre del 2026.,2026-11-26,"• 20% de descuento para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Mastercard Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito; Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No aplica para pagos realizados a través de plataformas de terceros y/o e-commerce. • No acumulable con otras promociones. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los jueves dentro del periodo de la promoción. • Tope de compra mensual: Gs. 1.000.000 (guaraníes un millón) por cuenta de tarjeta de crédito Incluye titulares y adicionales. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,23af199581ff898a91a029559d3c8f78796a112c9ade90980413bbb0568d292e,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/490,https://www.beneficiosbancognb.com.py/imagenes/4766_bases-y-condiciones-anouk-hans-y-baby-an-002-.pdf,
269,PSA Purificadores de Agua,Cuotas sin intereses,Hasta 12 cuotas sin intereses,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,87498d4f071b492467c69f9aa2757a5fd10d24de1248a7c0a608744c056797ea,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/269,https://www.beneficiosbancognb.com.py/imagenes/3801_bases-y-condiciones-psa-002-.pdf,
133,Visuar,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,b7e4a5f35340d1a2557a02ba6d346fa8e34a3d143abc2b3d14d08c32263ce7b1,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/133,https://www.beneficiosbancognb.com.py/imagenes/2695_bases-y-condiciones-visuar-mayo.pdf,
571,Women'Secret,Días GNB,Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días.,2026-11-27,Del 03 de septiembre al 27 de noviembre del 2026.,2026-11-27,• Hasta 25% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay todos los jueves y viernes. 20% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay (5% en caja + 15% con tarjetas de crédito físicas). +5% de descuento adicional para pagos con QR con tarjetas de crédito a través de la App Banco GNB Personas. • Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de descuento aplica todos los jueves y viernes dentro del periodo de la promoción. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Tope de compra mensual: Gs. 2.500.000 (guaraníes dos millones quinientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos (Springfield, Women Secret, Forever 21, Jack & Jones). • El descuento en caja no aplica en la compra de Gift Cards. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",2,c54704675bb77482f7534b7b8d03e2a0dc3bc8b8f68dd591128a1eddcc4f5c80,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/571,https://www.beneficiosbancognb.com.py/imagenes/4260_bases-y-condiciones-springfield-women-secret-forever-21-jack-jones-septiembre.pdf,
268,Carestino,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,dd33c2bd7e1b215d29365f5820cffc7312d7134ede340fd7230412be1a58ae32,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/268,https://www.beneficiosbancognb.com.py/imagenes/3799_bases-y-condiciones-carestino.pdf,
634,Doha Home,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 26 de agosto al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses con las tarjetas de crédi to del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédi to física, Apple Pay, Google Pay y/o QR en POS adheri dos a la procesadora . • No participan de la promoción las tarjetas de débito y crédi to de af inidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción apli ca todos los días durante el periodo de promoción. • No acumu lable con otras promociones. • Los reclamos serán considerados válidos únicament e en base al últ imo documento actual izado, el cu al debe corresponder al que se en cuen tre vigente en la fecha de la compra reclamada.",1,49c9a363133703dcea70028c294696d981b88887d7b643802f605cb331abe1ae,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/634,https://www.beneficiosbancognb.com.py/imagenes/5244_gnb-byc-doha-home.pdf,
592,Isdin,Días GNB,Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días.,2026-11-27,Del 08 de enero al 27 de noviembre del 2026.,2026-11-27,• Hasta 25% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay todos los jueves y viernes. 20% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay (5% en caja + 15% con tarjetas de crédito físicas). +5% de descuento adicional para pagos con QR con tarjetas de crédito a través de la App Banco GNB Personas. • Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de descuento aplica todos los jueves y viernes dentro del periodo de la promoción. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • El descuento en caja no aplica en la compra de Gift Cards y servicios de cabina como tratamientos faciales. • Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos (Champs Elysees, O boticário, Isdin). • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",2,b2fdb5242a2660a3de34915b5ea1f7bfe0f95f92cef923c4cea99fc8e25370d9,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/592,https://www.beneficiosbancognb.com.py/imagenes/4278_bases-y-condiciones-champs-elysees-o-botic%C3%A1rio-isdin.pdf,
399,Cafexpress,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 19 de marzo al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,f841d6bdd965161cfa17ee63728f29a73ebe47cfe1d2c37be25ded2f983bb598,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/399,https://www.beneficiosbancognb.com.py/imagenes/4437_bases-y-condiciones-cafexpress.pdf,
593,Blue Farma,Días GNB,20% de descuento los lunes + Hasta 6 cuotas sin intereses todos los días.,2026-12-28,Del 29 de junio al 28 de diciembre del 2026.,2026-12-28,"• 20% de descuento para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Mastercard Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito; Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No aplica para pedidos realizados vía delivery y/o e-commerce. • No acumulable con otras promociones. • La promoción aplica únicamente los días lunes dentro del periodo de la promoción. • Tope de compra mensual: Gs. 800.000 (guaraníes ochocientos mil) por cuenta de tarjeta de crédito Incluye titulares y adicionales. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,d23832415eee7522f209734a9dac55166d84291729d3b1c84ad0f7cf29c6d320,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/593,https://www.beneficiosbancognb.com.py/imagenes/5067_bases-y-condiciones-blue-farma-002-.pdf,
326,Colchones Trebol,Cuotas sin intereses,Hasta 12 cuotas sin intereses.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,d272c0d3b26ee4191227081213b6b2bb31a42f653c97c97bd158534050a90c8a,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/326,https://www.beneficiosbancognb.com.py/imagenes/4184_bases-y-condiciones-colchones-trebol.pdf,
506,Paraná Hogar,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 15 de enero al 31 de diciembre del 2026.,2026-12-31,"• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito Visa y/o Mastercard de afinidades Clásica, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No aplica para pagos realizados a través de plataformas de terceros. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,c5de9dea7914b173ec13fd95a9030e0d21880514612b32ffe818a482c836b39c,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/506,https://www.beneficiosbancognb.com.py/imagenes/4806_bases-y-condiciones-parana-hogar.pdf,
574,American Look,Días GNB,25% off los jueves y viernes + 6 cuotas sin intereses,2026-11-27,Del 22 de enero al 27 de noviembre del 2026.,2026-11-27,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves y viernes. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves y viernes. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los Jueves y Viernes dentro del periodo de la promoción. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Se excluyen de la promoción productos de la APF, Cerro Porteño, Olimpia y Libertad. • Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",3,246e0cb9de907eb5055ba296e58fbad623ba6cdd471b9de4161b3fba894f2a65,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/574,https://www.beneficiosbancognb.com.py/imagenes/3638_bases-y-condiciones-kemsa.pdf,
504,Odontología 3,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,6e049b94612c79ed236c0e486c5fe6bd392f4a148e49695f2d3445350065966f,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/504,https://www.beneficiosbancognb.com.py/imagenes/4809_bases-y-condiciones-odontolog%C3%ADa-3.pdf,
380,Farmavip,Días GNB,20% de reintegro los días miércoles,2026-12-30,Del 12 de agosto al 30 de diciembre del 2026.,2026-12-30,• 20% de reintegro para pagos con tarjetas de crédito Mastercard del Banco GNB Paraguay todos los miércoles.,"• Pagos realizados con tarjetas de crédito Mastercard Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito; Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica única y exclusivamente los días miércoles durante el periodo de promoción. • No acumulable con otras promociones. • No aplica para pedidos realizados vía delivery y/o e-commerce. • Tope de compra mensual: Gs. 1.000.000 (guaraníes un millón) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales del comercio. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,2fca1a49161c7be020c9886c4edb0430941d35fdb5b28c7b1ecd1f9644cd698b,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/380,https://www.beneficiosbancognb.com.py/imagenes/4375_bases-y-condiciones-farmavip-agosto.pdf,
360,Hydro Clean,Días GNB,20% de descuento y hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 06 de febrero al 31 de diciembre del 2026.,2026-12-31,• 20% de descuento para pagos realizados con las tarjetas de crédito del Banco GNB Paraguay. • Hasta 12 cuotas sin intereses para pagos realizados con las tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito del Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito; afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • Promoción válida todos los días dentro del periodo de la promoción. • No acumulable con otras promociones. • No aplicable a pagos a través del e-commerce. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,652592972ac69e63af6f42e6cf4ae5d5c416ed896b9a81d56d15a8cf05b959fc,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/360,https://www.beneficiosbancognb.com.py/imagenes/4195_bases-y-condiciones-hydro-clean.pdf,
530,Music Hall,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,d76e96700018ec8ef86be11d23b7557a6243e1c8829ef31709559eaf30a84e11,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/530,https://www.beneficiosbancognb.com.py/imagenes/4907_bases-y-condiciones-music-hall.pdf,
528,Librería Emanuel,Días GNB,20% de descuento los días viernes + Hasta 6 cuotas sin intereses.,2026-10-30,Del 17 de abril al 30 de octubre del 2026.,2026-10-30,"• 20% de descuento para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Mastercard Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito; Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No acumulable con otras promociones. • La promoción de descuento aplica todos los viernes dentro del periodo de vigencia de la promoción. • La promoción de cuotas sin intereses aplica todos los días dentro del periodo de vigencia de la promoción • Tope de compra mensual: Gs. 500.000 (guaraníes quinientos mil) por cuenta de tarjeta de crédito Incluye titulares y adicionales. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,203274b3d04c7d70001fd5d8abd8e3205140a4b4a002483856476422d47dd159,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/528,https://www.beneficiosbancognb.com.py/imagenes/4894_bases-y-condiciones-librer%C3%ADa-emanuel.pdf,
657,Moët Hennessy,Días GNB,Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días.,2026-12-31,Del 27 de agosto al 31 de diciembre del 2026.,2026-12-31,"• 25% de descuento para pagos con tarjetas de crédito Mastercard afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. • 20% de descuento para pagos con tarjetas de crédito Mastercard afinidades Clásicas y Oro del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • El beneficio de descuento aplica únicamente los jueves y viernes durante el periodo de promoción. • El beneficio de cuotas sin intereses aplica todos los días durante el periodo de promoción. • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,6095a6572ebbccd2c8930dd4da4ea0dfc6494a5787f3fda641894480860c7a5c,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/657,https://www.beneficiosbancognb.com.py/imagenes/5312_bases-y-condiciones-mo%C3%ABt-hennessy.pdf,
